geoid,Type_1.19
34003058200,MHI - Advanced Gentrification
34003059100,MHI - Ongoing Exclusion
34003059200,MHI - Ongoing Exclusion
34003060000,MHI - Ongoing Exclusion
34003061100,MHI - Advanced Gentrification
34003061200,MHI - Stable or Early Stage of Exclusion
34003061300,VHI - Super Gentrification or Exclusion
34003061400,VHI - Super Gentrification or Exclusion
34005701502,Missing Data
34005701700,Missing Data
34005981802,Missing Data
34013000100,LI - At Risk of Gentrification
34013000200,LI - Ongoing Displacement of Low-Income Households
34013000300,LI - Ongoing Gentrification
34013000400,LI - Ongoing Displacement of Low-Income Households
34013000500,LI - At Risk of Gentrification
34013000600,LI - At Risk of Gentrification
34013000700,LI - At Risk of Gentrification
34013000800,LI - At Risk of Gentrification
34013000900,LI - Ongoing Displacement of Low-Income Households
34013001000,LI - Ongoing Displacement of Low-Income Households
34013001100,LI - Ongoing Gentrification
34013001300,LI - At Risk of Gentrification
34013001400,LI - Ongoing Displacement of Low-Income Households
34013001500,LI - Ongoing Displacement of Low-Income Households
34013001600,LI - Ongoing Displacement of Low-Income Households
34013001700,LI - Ongoing Gentrification
34013001800,LI - Ongoing Displacement of Low-Income Households
34013001900,LI - Ongoing Displacement of Low-Income Households
34013002000,LI - Ongoing Displacement of Low-Income Households
34013002100,LI - At Risk of Gentrification
34013002201,LI - At Risk of Gentrification
34013002202,LI - Ongoing Gentrification
34013002300,LI - At Risk of Gentrification
34013002400,LI - At Risk of Gentrification
34013002500,LI - At Risk of Gentrification
34013002600,LI - Ongoing Gentrification
34013002800,LI - Ongoing Gentrification
34013003100,LI - Ongoing Gentrification
34013003500,LI - At Risk of Gentrification
34013003700,LI - Ongoing Displacement of Low-Income Households
34013003800,LI - Ongoing Displacement of Low-Income Households
34013003900,LI - Ongoing Gentrification
34013004100,LI - Ongoing Displacement of Low-Income Households
34013004200,LI - Ongoing Displacement of Low-Income Households
34013004300,LI - At Risk of Gentrification
34013004400,LI - Ongoing Displacement of Low-Income Households
34013004500,LI - Ongoing Displacement of Low-Income Households
34013004600,LI - At Risk of Gentrification
34013004700,LI - At Risk of Gentrification
34013004801,LI - Ongoing Displacement of Low-Income Households
34013004802,LI - Ongoing Gentrification
34013004900,LI - Ongoing Displacement of Low-Income Households
34013005000,LI - Ongoing Displacement of Low-Income Households
34013005100,LI - Ongoing Displacement of Low-Income Households
34013005200,LI - Ongoing Displacement of Low-Income Households
34013005300,LI - At Risk of Gentrification
34013005400,LI - Ongoing Gentrification
34013005700,LI - Ongoing Gentrification
34013006200,LI - Ongoing Displacement of Low-Income Households
34013006400,MHI - Stable or Early Stage of Exclusion
34013006600,LI - Ongoing Displacement of Low-Income Households
34013006700,LI - Ongoing Displacement of Low-Income Households
34013006800,LI - Ongoing Gentrification
34013006900,LI - Ongoing Gentrification
34013007000,LI - Ongoing Displacement of Low-Income Households
34013007100,LI - Ongoing Displacement of Low-Income Households
34013007200,MHI - Ongoing Exclusion
34013007300,LI - At Risk of Gentrification
34013007400,LI - Ongoing Displacement of Low-Income Households
34013007501,LI - At Risk of Gentrification
34013007502,LI - Ongoing Displacement of Low-Income Households
34013007600,LI - At Risk of Gentrification
34013007700,LI - Ongoing Displacement of Low-Income Households
34013007800,LI - Ongoing Gentrification
34013007900,LI - Ongoing Gentrification
34013008000,LI - At Risk of Gentrification
34013008100,LI - Ongoing Displacement of Low-Income Households
34013008200,LI - Ongoing Gentrification
34013008700,LI - Ongoing Gentrification
34013008800,LI - Ongoing Gentrification
34013008900,LI - At Risk of Gentrification
34013009000,LI - Ongoing Displacement of Low-Income Households
34013009100,LI - Ongoing Gentrification
34013009200,LI - Ongoing Displacement of Low-Income Households
34013009300,LI - Ongoing Displacement of Low-Income Households
34013009400,LI - Ongoing Displacement of Low-Income Households
34013009500,LI - At Risk of Gentrification
34013009600,LI - Ongoing Gentrification
34013009700,LI - At Risk of Gentrification
34013009900,LI - Ongoing Gentrification
34013010000,MHI - Stable or Early Stage of Exclusion
34013010100,LI - At Risk of Gentrification
34013010200,LI - At Risk of Gentrification
34013010300,LI - Ongoing Displacement of Low-Income Households
34013010400,LI - Ongoing Displacement of Low-Income Households
34013010500,LI - At Risk of Gentrification
34013010600,LI - Ongoing Displacement of Low-Income Households
34013010700,LI - Ongoing Displacement of Low-Income Households
34013010800,LI - Ongoing Displacement of Low-Income Households
34013010900,LI - Ongoing Displacement of Low-Income Households
34013011100,LI - Ongoing Displacement of Low-Income Households
34013011200,LI - At Risk of Gentrification
34013011300,LI - At Risk of Gentrification
34013011400,LI - At Risk of Gentrification
34013011500,LI - Ongoing Gentrification
34013011600,LI - Ongoing Displacement of Low-Income Households
34013011700,LI - At Risk of Gentrification
34013011800,MHI - Ongoing Exclusion
34013011900,LI - At Risk of Gentrification
34013012000,LI - Ongoing Gentrification
34013012100,LI - At Risk of Gentrification
34013012200,LI - At Risk of Gentrification
34013012300,LI - At Risk of Gentrification
34013012400,LI - At Risk of Gentrification
34013012500,LI - At Risk of Gentrification
34013012600,LI - Ongoing Displacement of Low-Income Households
34013012700,LI - At Risk of Gentrification
34013012800,LI - At Risk of Gentrification
34013012900,LI - At Risk of Gentrification
34013013000,LI - Ongoing Displacement of Low-Income Households
34013013100,LI - Ongoing Displacement of Low-Income Households
34013013200,LI - Ongoing Displacement of Low-Income Households
34013013300,LI - Ongoing Displacement of Low-Income Households
34013013400,MHI - Stable or Early Stage of Exclusion
34013013500,MHI - Ongoing Exclusion
34013013600,MHI - Ongoing Exclusion
34013013700,MHI - Stable or Early Stage of Exclusion
34013013800,MHI - Advanced Exclusion
34013013900,MHI - Stable or Early Stage of Exclusion
34013014000,MHI - Ongoing Exclusion
34013014100,MHI - Ongoing Exclusion
34013014200,MHI - Ongoing Exclusion
34013014300,MHI - Ongoing Exclusion
34013014400,LI - Ongoing Displacement of Low-Income Households
34013014500,MHI - Ongoing Exclusion
34013014600,MHI - Ongoing Exclusion
34013014700,LI - Ongoing Displacement of Low-Income Households
34013014800,MHI - Advanced Gentrification
34013014900,MHI - Advanced Gentrification
34013015000,MHI - Ongoing Exclusion
34013015100,MHI - Stable or Early Stage of Exclusion
34013015200,MHI - Stable or Early Stage of Exclusion
34013015300,MHI - Stable or Early Stage of Exclusion
34013015400,MHI - Stable or Early Stage of Exclusion
34013015500,MHI - Stable or Early Stage of Exclusion
34013015600,MHI - Ongoing Exclusion
34013015700,MHI - Ongoing Exclusion
34013015800,MHI - Ongoing Exclusion
34013015900,MHI - Advanced Gentrification
34013016000,VHI - Super Gentrification or Exclusion
34013016100,VHI - Super Gentrification or Exclusion
34013016200,VHI - Super Gentrification or Exclusion
34013016300,VHI - Super Gentrification or Exclusion
34013016400,MHI - Stable or Early Stage of Exclusion
34013016500,VHI - Super Gentrification or Exclusion
34013016600,MHI - Ongoing Exclusion
34013016700,MHI - Ongoing Exclusion
34013016800,MHI - Ongoing Exclusion
34013016900,MHI - Stable or Early Stage of Exclusion
34013017000,MHI - Ongoing Exclusion
34013017100,LI - At Risk of Gentrification
34013017200,MHI - Ongoing Exclusion
34013017301,MHI - Stable or Early Stage of Exclusion
34013017302,MHI - Stable or Early Stage of Exclusion
34013017400,MHI - Advanced Gentrification
34013017500,MHI - Stable or Early Stage of Exclusion
34013017600,LI - At Risk of Gentrification
34013017700,LI - At Risk of Gentrification
34013017800,LI - Ongoing Displacement of Low-Income Households
34013017900,MHI - Advanced Gentrification
34013018000,MHI - Stable or Early Stage of Exclusion
34013018100,LI - At Risk of Gentrification
34013018200,LI - At Risk of Gentrification
34013018300,LI - Ongoing Displacement of Low-Income Households
34013018400,LI - Ongoing Displacement of Low-Income Households
34013018600,LI - At Risk of Gentrification
34013018700,LI - At Risk of Gentrification
34013018800,LI - At Risk of Gentrification
34013018900,LI - At Risk of Gentrification
34013019000,VHI - Super Gentrification or Exclusion
34013019100,MHI - Advanced Exclusion
34013019200,MHI - Stable or Early Stage of Exclusion
34013019300,MHI - Ongoing Exclusion
34013019400,VHI - Super Gentrification or Exclusion
34013019500,VHI - Super Gentrification or Exclusion
34013019600,MHI - Ongoing Exclusion
34013019700,MHI - Stable or Early Stage of Exclusion
34013019800,VHI - Super Gentrification or Exclusion
34013019900,VHI - Super Gentrification or Exclusion
34013020000,VHI - Super Gentrification or Exclusion
34013020100,VHI - Super Gentrification or Exclusion
34013020200,VHI - Super Gentrification or Exclusion
34013020300,MHI - Stable or Early Stage of Exclusion
34013020400,VHI - Super Gentrification or Exclusion
34013020500,VHI - Super Gentrification or Exclusion
34013020600,MHI - Ongoing Exclusion
34013020700,MHI - Advanced Gentrification
34013020800,VHI - Super Gentrification or Exclusion
34013020901,VHI - Super Gentrification or Exclusion
34013020902,MHI - Stable or Early Stage of Exclusion
34013021000,MHI - Stable or Early Stage of Exclusion
34013021100,MHI - Stable or Early Stage of Exclusion
34013021200,MHI - Ongoing Exclusion
34013021300,MHI - Advanced Gentrification
34013021400,MHI - Ongoing Exclusion
34013021601,MHI - Stable or Early Stage of Exclusion
34013021602,VHI - Super Gentrification or Exclusion
34013021701,MHI - Stable or Early Stage of Exclusion
34013021702,MHI - Stable or Early Stage of Exclusion
34013021801,VHI - Super Gentrification or Exclusion
34013021802,MHI - Stable or Early Stage of Exclusion
34013021803,MHI - Stable or Early Stage of Exclusion
34013022700,LI - At Risk of Gentrification
34013022800,LI - Ongoing Displacement of Low-Income Households
34013022900,LI - At Risk of Gentrification
34013023000,LI - Ongoing Displacement of Low-Income Households
34013023100,LI - Ongoing Gentrification
34013023200,LI - At Risk of Gentrification
34013980100,MHI - Stable or Early Stage of Exclusion
34013980200,MHI - Stable or Early Stage of Exclusion
34017000100,MHI - Stable or Early Stage of Exclusion
34017000200,LI - Ongoing Displacement of Low-Income Households
34017000300,LI - Not Losing Low-Income Households
34017000400,LI - Not Losing Low-Income Households
34017000500,LI - At Risk of Gentrification
34017000600,LI - Ongoing Displacement of Low-Income Households
34017000700,MHI - Stable or Early Stage of Exclusion
34017000800,MHI - Ongoing Exclusion
34017000902,LI - At Risk of Gentrification
34017001000,MHI - Ongoing Exclusion
34017001100,MHI - Stable or Early Stage of Exclusion
34017001201,MHI - Advanced Exclusion
34017001202,LI - Ongoing Gentrification
34017001300,MHI - Stable or Early Stage of Exclusion
34017001400,MHI - Stable or Early Stage of Exclusion
34017001701,LI - Not Losing Low-Income Households
34017001800,LI - At Risk of Gentrification
34017001900,LI - Ongoing Displacement of Low-Income Households
34017002000,LI - Ongoing Gentrification
34017002200,MHI - Ongoing Exclusion
34017002300,MHI - Advanced Exclusion
34017002400,MHI - Advanced Exclusion
34017002700,LI - Ongoing Gentrification
34017002800,MHI - Ongoing Exclusion
34017002900,LI - Ongoing Displacement of Low-Income Households
34017003000,LI - At Risk of Gentrification
34017003100,LI - Not Losing Low-Income Households
34017003500,MHI - Advanced Exclusion
34017004000,MHI - Stable or Early Stage of Exclusion
34017004101,LI - Ongoing Displacement of Low-Income Households
34017004102,LI - At Risk of Gentrification
34017004200,LI - At Risk of Gentrification
34017004300,MHI - Ongoing Exclusion
34017004400,LI - At Risk of Gentrification
34017004500,LI - Not Losing Low-Income Households
34017004600,LI - At Risk of Gentrification
34017004700,LI - At Risk of Gentrification
34017004800,MHI - Stable or Early Stage of Exclusion
34017004900,LI - At Risk of Gentrification
34017005200,LI - At Risk of Gentrification
34017005300,LI - At Risk of Gentrification
34017005400,MHI - Stable or Early Stage of Exclusion
34017005500,LI - At Risk of Gentrification
34017005600,LI - At Risk of Gentrification
34017005801,LI - At Risk of Gentrification
34017005802,MHI - Stable or Early Stage of Exclusion
34017005900,MHI - Stable or Early Stage of Exclusion
34017006000,LI - At Risk of Gentrification
34017006100,LI - At Risk of Gentrification
34017006200,LI - At Risk of Gentrification
34017006300,LI - At Risk of Gentrification
34017006400,MHI - Ongoing Exclusion
34017006500,MHI - Advanced Gentrification
34017006600,MHI - Stable or Early Stage of Exclusion
34017006700,LI - Ongoing Displacement of Low-Income Households
34017006800,LI - At Risk of Gentrification
34017006900,Missing Data
34017007000,MHI - Ongoing Exclusion
34017007100,LI - Ongoing Displacement of Low-Income Households
34017007200,MHI - Stable or Early Stage of Exclusion
34017007300,VHI - Super Gentrification or Exclusion
34017007400,VHI - Super Gentrification or Exclusion
34017007500,MHI - Advanced Exclusion
34017007600,VHI - Super Gentrification or Exclusion
34017007700,MHI - Stable or Early Stage of Exclusion
34017007800,LI - At Risk of Gentrification
34017010100,LI - At Risk of Gentrification
34017010200,MHI - Stable or Early Stage of Exclusion
34017010300,LI - Ongoing Gentrification
34017010400,MHI - Stable or Early Stage of Exclusion
34017010500,MHI - Ongoing Exclusion
34017010600,LI - Ongoing Gentrification
34017010700,LI - At Risk of Gentrification
34017010800,MHI - Stable or Early Stage of Exclusion
34017010900,LI - At Risk of Gentrification
34017011000,LI - At Risk of Gentrification
34017011100,LI - At Risk of Gentrification
34017011200,MHI - Stable or Early Stage of Exclusion
34017011300,LI - At Risk of Gentrification
34017011400,MHI - Stable or Early Stage of Exclusion
